Sex,Race,Age,Age Group,Education,Work Class,Occupation,Marital Status,Relationship,Income
Male,White,51,50s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,Asian-Pac-Islander,55,50s,HS-grad,Private,Other-service,Married,Other-relative,<=50K
Female,White,20,20s,Some-college,Private,Machine-op-inspct,Never-married,Own-child,<=50K
Male,White,23,20s,Some-college,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,24,20s,Associate,Private,Craft-repair,Married,Husband,<=50K
Male,White,48,40s,Bachelors,Private,Exec-managerial,Divorced,Other-relative,<=50K
Female,White,22,20s,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Female,White,22,20s,Some-college,State-gov,Other-service,Never-married,Own-child,<=50K
Female,Black,28,20s,Some-college,Private,Adm-clerical,Never-married,Unmarried,<=50K
Male,White,28,20s,Masters,Private,Sales,Married,Husband,>50K
Male,Black,25,20s,HS-grad,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,48,40s,HS-grad,Private,Craft-repair,Divorced,Not-in-family,<=50K
Male,White,32,30s,HS-grad,Local-gov,Protective-serv,Married,Husband,<=50K
Male,Amer-Indian-Eskimo,31,30s,<HS,Private,Craft-repair,Never-married,Own-child,<=50K
Female,White,56,50s,Some-college,Local-gov,Adm-clerical,Divorced,Not-in-family,<=50K
Male,Amer-Indian-Eskimo,22,20s,Associate,Self-emp-not-inc,Farming-fishing,Never-married,Not-in-family,<=50K
Male,White,27,20s,Bachelors,Private,Tech-support,Never-married,Other-relative,<=50K
Female,Black,27,20s,HS-grad,Federal-gov,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,30,30s,Masters,Local-gov,Prof-specialty,Married,Husband,<=50K
Female,White,33,30s,Some-college,Private,Sales,Never-married,Not-in-family,<=50K
Male,White,50,50s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Female,White,19,<20,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,Black,37,30s,HS-grad,Federal-gov,Adm-clerical,Married,Husband,<=50K
Male,White,26,20s,HS-grad,Private,Adm-clerical,Never-married,Own-child,<=50K
Female,White,43,40s,Some-college,Private,Prof-specialty,Separated,Unmarried,<=50K
Female,White,47,40s,HS-grad,Private,Adm-clerical,Divorced,Unmarried,<=50K
Female,White,26,20s,Bachelors,Private,Adm-clerical,Married,Wife,>50K
Female,White,24,20s,Some-college,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Female,White,34,30s,<HS,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,33,30s,HS-grad,Self-emp-not-inc,Transport-moving,Married,Husband,<=50K
Female,Asian-Pac-Islander,35,30s,Masters,Private,Prof-specialty,Never-married,Not-in-family,>50K
Male,White,57,50s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,45,40s,HS-grad,Private,Adm-clerical,Married,Husband,<=50K
Female,Black,42,40s,Some-college,Private,Machine-op-inspct,Separated,Unmarried,<=50K
Male,White,25,20s,Bachelors,Private,Exec-managerial,Never-married,Own-child,<=50K
Male,White,56,50s,HS-grad,Private,Exec-managerial,Married,Husband,>50K
Male,White,25,20s,HS-grad,Private,Craft-repair,Never-married,Own-child,<=50K
Male,White,23,20s,Bachelors,Private,Machine-op-inspct,Never-married,Own-child,<=50K
Male,White,35,30s,Some-college,Local-gov,Protective-serv,Married,Husband,<=50K
Male,White,28,20s,<HS,Private,Other-service,Never-married,Other-relative,<=50K
Male,White,41,40s,Associate,Private,Craft-repair,Married,Husband,>50K
Male,White,26,20s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Female,Black,37,30s,HS-grad,Private,Other-service,Divorced,Not-in-family,<=50K
Male,Other,22,20s,HS-grad,Private,Other-service,Never-married,Unmarried,<=50K
Male,White,30,30s,Bachelors,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,42,40s,Bachelors,Private,Tech-support,Separated,Not-in-family,<=50K
Female,White,38,30s,Associate,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,49,40s,<HS,Private,Other-service,Married,Husband,<=50K
Male,White,27,20s,Bachelors,Private,Sales,Married,Husband,>50K
Female,White,43,40s,HS-grad,Federal-gov,Adm-clerical,Married,Wife,>50K
Male,White,25,20s,HS-grad,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,23,20s,Bachelors,Private,Other-service,Never-married,Own-child,<=50K
Male,White,68,60s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,17,<20,<HS,Private,Other-service,Never-married,Own-child,<=50K
Female,White,45,40s,Bachelors,Self-emp-not-inc,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,45,40s,Associate,Private,Exec-managerial,Divorced,Not-in-family,>50K
Male,White,30,30s,Some-college,Private,Sales,Married,Husband,>50K
Female,White,49,40s,Some-college,State-gov,Prof-specialty,Divorced,Not-in-family,<=50K
Female,White,29,20s,HS-grad,Private,Other-service,Never-married,Other-relative,<=50K
Female,White,20,20s,Some-college,Private,Other-service,Never-married,Own-child,<=50K
Female,Black,59,50s,<HS,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,26,20s,<HS,Private,Craft-repair,Married,Husband,<=50K
Female,White,25,20s,Masters,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,33,30s,HS-grad,Private,Transport-moving,Married,Husband,>50K
Female,White,35,30s,HS-grad,Private,Other-service,Divorced,Unmarried,<=50K
Male,White,45,40s,HS-grad,Federal-gov,Craft-repair,Married,Husband,>50K
Male,White,66,60s,Some-college,Private,Sales,Married,Husband,<=50K
Male,Other,33,30s,Associate,Private,Sales,Never-married,Not-in-family,<=50K
Male,Other,38,30s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Male,White,72,70s,HS-grad,Private,Sales,Married,Husband,<=50K
Female,White,21,20s,Some-college,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,39,30s,Some-college,Private,Farming-fishing,Married,Husband,<=50K
Male,White,22,20s,Some-college,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,24,20s,Bachelors,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,25,20s,<HS,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,26,20s,Some-college,Private,Adm-clerical,Married,Husband,<=50K
Male,White,50,50s,HS-grad,Private,Craft-repair,Divorced,Not-in-family,<=50K
Female,White,23,20s,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,41,40s,<HS,Private,Sales,Divorced,Not-in-family,<=50K
Male,White,60,60s,HS-grad,Private,Protective-serv,Divorced,Not-in-family,<=50K
Female,White,62,60s,Some-college,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,22,20s,Some-college,Private,Craft-repair,Never-married,Own-child,<=50K
Female,White,37,30s,Some-college,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Male,White,17,<20,<HS,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,52,50s,Masters,Federal-gov,Adm-clerical,Never-married,Not-in-family,>50K
Male,White,31,30s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,23,20s,Bachelors,Federal-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,27,20s,HS-grad,Self-emp-inc,Craft-repair,Never-married,Other-relative,<=50K
Female,White,38,30s,Some-college,Self-emp-inc,Exec-managerial,Married,Wife,<=50K
Female,White,23,20s,<HS,Private,Other-service,Never-married,Not-in-family,<=50K
Female,Black,22,20s,Some-college,State-gov,Adm-clerical,Never-married,Unmarried,<=50K
Male,White,61,60s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,55,50s,<HS,Private,Machine-op-inspct,Married,Husband,<=50K
Female,Asian-Pac-Islander,39,30s,<HS,Private,Other-service,Married,Unmarried,<=50K
Female,White,25,20s,Some-college,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,Asian-Pac-Islander,25,20s,Bachelors,Private,Sales,Never-married,Unmarried,<=50K
Male,White,66,60s,Some-college,Private,Sales,Married,Husband,<=50K
Female,White,30,30s,Some-college,Private,Adm-clerical,Married,Wife,<=50K
Male,White,32,30s,HS-grad,Private,Farming-fishing,Never-married,Own-child,<=50K
Male,White,43,40s,Some-college,Private,Sales,Married,Husband,>50K
Male,White,18,<20,<HS,Private,Sales,Never-married,Own-child,<=50K
Male,White,20,20s,<HS,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,Black,20,20s,HS-grad,Private,Transport-moving,Never-married,Other-relative,<=50K
Female,Black,34,30s,Masters,Private,Exec-managerial,Divorced,Unmarried,<=50K
Male,White,33,30s,Associate,Private,Machine-op-inspct,Married,Unmarried,<=50K
Male,White,40,40s,HS-grad,Private,Sales,Married,Husband,<=50K
Male,White,33,30s,HS-grad,Private,Sales,Married,Husband,>50K
Female,White,41,40s,<HS,Local-gov,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,20,20s,Some-college,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,40,40s,Bachelors,Self-emp-not-inc,Sales,Married,Husband,>50K
Male,White,44,40s,Bachelors,Self-emp-not-inc,Exec-managerial,Divorced,Not-in-family,<=50K
Female,Asian-Pac-Islander,50,50s,<HS,Private,Machine-op-inspct,Married,Wife,<=50K
Male,White,30,30s,HS-grad,Local-gov,Handlers-cleaners,Married,Other-relative,<=50K
Female,White,25,20s,Bachelors,Private,Prof-specialty,Never-married,Own-child,<=50K
Male,White,25,20s,Some-college,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,55,50s,HS-grad,State-gov,Farming-fishing,Married,Husband,>50K
Female,White,26,20s,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,22,20s,Some-college,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Male,White,41,40s,HS-grad,Self-emp-not-inc,Craft-repair,Divorced,Not-in-family,<=50K
Male,White,21,20s,Associate,Private,Protective-serv,Never-married,Not-in-family,<=50K
Male,White,39,30s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,18,<20,<HS,Private,Sales,Never-married,Own-child,<=50K
Male,White,60,60s,<HS,Private,Protective-serv,Divorced,Not-in-family,<=50K
Male,White,22,20s,Some-college,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,Black,39,30s,Some-college,Local-gov,Protective-serv,Never-married,Not-in-family,>50K
Male,White,34,30s,HS-grad,Private,Adm-clerical,Married,Husband,<=50K
Female,White,53,50s,Some-college,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Male,Black,27,20s,HS-grad,Private,Sales,Never-married,Own-child,<=50K
Male,Black,37,30s,Some-college,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,25,20s,HS-grad,Private,Other-service,Married,Husband,<=50K
Male,White,33,30s,Some-college,Private,Transport-moving,Married,Husband,<=50K
Male,White,34,30s,Bachelors,State-gov,Prof-specialty,Married,Husband,<=50K
Female,White,35,30s,Associate,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,51,50s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,33,30s,<HS,Private,Farming-fishing,Married,Husband,<=50K
Male,White,57,50s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,>50K
Male,White,56,50s,<HS,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,34,30s,Bachelors,Private,Exec-managerial,Divorced,Not-in-family,>50K
Male,White,36,30s,Bachelors,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,46,40s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,55,50s,HS-grad,Private,Farming-fishing,Married,Husband,>50K
Male,White,88,80s+,Prof-school,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Male,White,60,60s,Some-college,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Female,White,40,40s,Masters,Self-emp-not-inc,Exec-managerial,Separated,Unmarried,<=50K
Female,White,21,20s,Some-college,Private,Sales,Never-married,Own-child,<=50K
Female,Black,46,40s,HS-grad,Private,Machine-op-inspct,Married,Wife,<=50K
Male,White,56,50s,Doctorate,Private,Prof-specialty,Married,Husband,<=50K
Male,White,36,30s,HS-grad,Self-emp-not-inc,Transport-moving,Divorced,Not-in-family,<=50K
Male,White,67,60s,Some-college,Self-emp-not-inc,Sales,Married,Husband,<=50K
Male,White,35,30s,Some-college,Private,Craft-repair,Married,Husband,<=50K
Female,White,20,20s,Some-college,Private,Farming-fishing,Never-married,Not-in-family,<=50K
Male,Asian-Pac-Islander,23,20s,HS-grad,Private,Craft-repair,Never-married,Own-child,<=50K
Female,White,19,<20,Some-college,Private,Farming-fishing,Never-married,Not-in-family,<=50K
Male,White,25,20s,Some-college,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,White,53,50s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,31,30s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,33,30s,<HS,Private,Handlers-cleaners,Married,Husband,<=50K
Male,Black,33,30s,Some-college,Federal-gov,Other-service,Divorced,Not-in-family,<=50K
Female,Black,35,30s,Some-college,Private,Other-service,Divorced,Unmarried,<=50K
Male,White,36,30s,<HS,Private,Transport-moving,Married,Husband,<=50K
Male,White,36,30s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,51,50s,HS-grad,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Male,White,24,20s,<HS,Private,Machine-op-inspct,Never-married,Other-relative,<=50K
Male,White,63,60s,<HS,Private,Sales,Married,Husband,<=50K
Male,Black,35,30s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Female,White,25,20s,Bachelors,Self-emp-not-inc,Exec-managerial,Married,Wife,<=50K
Male,White,44,40s,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Female,White,49,40s,HS-grad,Self-emp-not-inc,Farming-fishing,Divorced,Not-in-family,<=50K
Male,White,52,50s,<HS,Private,Farming-fishing,Married,Husband,<=50K
Male,Black,27,20s,Bachelors,Private,Handlers-cleaners,Never-married,Not-in-family,<=50K
Male,Black,35,30s,Some-college,Private,Adm-clerical,Never-married,Unmarried,<=50K
Male,White,51,50s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,49,40s,<HS,Private,Craft-repair,Married,Husband,<=50K
Female,White,28,20s,Some-college,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Male,White,37,30s,Some-college,Private,Craft-repair,Divorced,Not-in-family,<=50K
Female,White,65,60s,Bachelors,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Female,White,24,20s,Bachelors,Private,Other-service,Never-married,Own-child,<=50K
Female,White,30,30s,Associate,Federal-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,38,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,58,50s,HS-grad,Self-emp-not-inc,Sales,Married,Husband,>50K
Female,White,40,40s,Bachelors,Private,Exec-managerial,Married,Wife,>50K
Female,Black,42,40s,Some-college,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Male,White,31,30s,HS-grad,Self-emp-not-inc,Exec-managerial,Married,Husband,>50K
Male,White,17,<20,<HS,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,42,40s,Some-college,Private,Machine-op-inspct,Divorced,Not-in-family,<=50K
Female,White,25,20s,Masters,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Female,White,29,20s,Masters,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,31,30s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Female,White,34,30s,Bachelors,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,25,20s,HS-grad,Private,Adm-clerical,Married,Other-relative,<=50K
Male,White,40,40s,HS-grad,Private,Other-service,Married,Husband,<=50K
Female,White,67,60s,Some-college,Private,Adm-clerical,Widowed,Not-in-family,<=50K
Male,White,40,40s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Female,Black,18,<20,HS-grad,Private,Sales,Never-married,Own-child,<=50K
Male,White,38,30s,<HS,Private,Craft-repair,Married,Husband,<=50K
Male,Black,42,40s,HS-grad,Private,Other-service,Married,Husband,<=50K
Female,White,36,30s,HS-grad,State-gov,Other-service,Separated,Own-child,<=50K
Male,White,23,20s,<HS,Self-emp-not-inc,Sales,Married,Other-relative,<=50K
Male,Black,56,50s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Male,White,36,30s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,22,20s,Some-college,Private,Craft-repair,Never-married,Unmarried,<=50K
Female,White,39,30s,<HS,Private,Adm-clerical,Divorced,Unmarried,<=50K
Female,Asian-Pac-Islander,36,30s,Prof-school,State-gov,Prof-specialty,Divorced,Own-child,<=50K
Male,White,44,40s,Some-college,Private,Craft-repair,Married,Husband,>50K
Female,Black,38,30s,<HS,Private,Machine-op-inspct,Divorced,Unmarried,<=50K
Male,White,37,30s,<HS,Private,Transport-moving,Married,Husband,<=50K
Female,White,57,50s,HS-grad,Local-gov,Adm-clerical,Divorced,Not-in-family,<=50K
Male,White,54,50s,<HS,Private,Craft-repair,Married,Husband,<=50K
Male,White,18,<20,Some-college,Self-emp-not-inc,Farming-fishing,Never-married,Own-child,<=50K
Male,White,63,60s,<HS,Self-emp-not-inc,Craft-repair,Married,Husband,<=50K
Female,White,38,30s,HS-grad,Self-emp-inc,Other-service,Married,Wife,<=50K
Male,White,26,20s,<HS,Private,Other-service,Married,Other-relative,<=50K
Female,White,40,40s,<HS,Private,Other-service,Divorced,Other-relative,<=50K
Male,White,20,20s,HS-grad,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Male,White,28,20s,HS-grad,Private,Handlers-cleaners,Never-married,Not-in-family,<=50K
Female,Asian-Pac-Islander,30,30s,Some-college,Private,Prof-specialty,Married,Wife,>50K
Female,White,42,40s,HS-grad,Private,Machine-op-inspct,Divorced,Unmarried,<=50K
Male,White,42,40s,HS-grad,Private,Transport-moving,Divorced,Not-in-family,<=50K
Female,White,21,20s,HS-grad,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Male,White,40,40s,Some-college,Private,Craft-repair,Divorced,Unmarried,<=50K
Female,White,36,30s,<HS,Private,Machine-op-inspct,Never-married,Unmarried,<=50K
Female,White,65,60s,Some-college,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Female,White,50,50s,Bachelors,Local-gov,Prof-specialty,Divorced,Unmarried,<=50K
Male,White,18,<20,<HS,Private,Farming-fishing,Never-married,Own-child,<=50K
Female,Black,31,30s,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,36,30s,Some-college,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Female,White,20,20s,HS-grad,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,34,30s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Male,White,24,20s,HS-grad,Private,Other-service,Married,Husband,<=50K
Female,White,38,30s,HS-grad,Federal-gov,Prof-specialty,Divorced,Unmarried,<=50K
Female,White,17,<20,<HS,Private,Adm-clerical,Never-married,Own-child,<=50K
Female,White,52,50s,HS-grad,Without-pay,Adm-clerical,Married,Wife,<=50K
Female,White,34,30s,Masters,Private,Prof-specialty,Never-married,Not-in-family,>50K
Male,White,49,40s,Prof-school,Private,Prof-specialty,Married,Husband,<=50K
Female,White,45,40s,<HS,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,34,30s,Bachelors,Self-emp-inc,Sales,Married,Husband,>50K
Female,White,17,<20,<HS,Private,Other-service,Never-married,Own-child,<=50K
Male,Black,23,20s,Some-college,Private,Other-service,Never-married,Own-child,<=50K
Male,White,32,30s,Some-college,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,22,20s,Some-college,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,48,40s,HS-grad,State-gov,Adm-clerical,Married,Husband,>50K
Male,White,27,20s,Bachelors,State-gov,Prof-specialty,Never-married,Unmarried,<=50K
Male,White,43,40s,Masters,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Female,Asian-Pac-Islander,44,40s,HS-grad,Private,Other-service,Married,Wife,<=50K
Male,White,55,50s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,Black,31,30s,HS-grad,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Male,White,34,30s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,34,30s,HS-grad,Private,Farming-fishing,Divorced,Not-in-family,<=50K
Male,White,37,30s,Bachelors,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,21,20s,Some-college,Private,Prof-specialty,Never-married,Own-child,<=50K
Male,Black,35,30s,Associate,Private,Adm-clerical,Married,Husband,<=50K
Female,White,28,20s,Some-college,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,40,40s,Some-college,Federal-gov,Farming-fishing,Married,Husband,<=50K
Female,White,34,30s,Bachelors,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Female,White,70,70s,Some-college,Private,Sales,Widowed,Not-in-family,<=50K
Male,White,23,20s,HS-grad,Private,Other-service,Married,Husband,<=50K
Male,White,30,30s,HS-grad,Private,Craft-repair,Never-married,Own-child,<=50K
Male,Asian-Pac-Islander,57,50s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,34,30s,Prof-school,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,24,20s,<HS,Private,Other-service,Married,Husband,<=50K
Male,White,41,40s,Bachelors,Local-gov,Prof-specialty,Married,Husband,>50K
Male,White,38,30s,<HS,Self-emp-not-inc,Sales,Married,Husband,<=50K
Female,White,48,40s,Associate,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Male,Black,43,40s,Bachelors,Private,Machine-op-inspct,Married,Husband,<=50K
Female,White,18,<20,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,35,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,42,40s,HS-grad,Private,Machine-op-inspct,Divorced,Unmarried,<=50K
Female,White,30,30s,Some-college,Private,Other-service,Divorced,Unmarried,<=50K
Male,White,42,40s,Bachelors,Private,Tech-support,Married,Husband,>50K
Male,Black,48,40s,Some-college,Private,Handlers-cleaners,Divorced,Other-relative,<=50K
Female,White,70,70s,HS-grad,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,37,30s,<HS,Private,Craft-repair,Divorced,Own-child,<=50K
Female,White,51,50s,Associate,Private,Prof-specialty,Separated,Unmarried,<=50K
Male,White,35,30s,HS-grad,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,57,50s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,26,20s,HS-grad,Private,Craft-repair,Never-married,Own-child,<=50K
Male,Other,26,20s,<HS,Private,Craft-repair,Separated,Not-in-family,<=50K
Male,White,19,<20,HS-grad,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,34,30s,HS-grad,Private,Machine-op-inspct,Divorced,Unmarried,<=50K
Female,Asian-Pac-Islander,25,20s,Bachelors,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,22,20s,HS-grad,Private,Other-service,Married,Husband,<=50K
Female,White,32,30s,Associate,Private,Other-service,Divorced,Unmarried,<=50K
Male,White,72,70s,Some-college,Self-emp-not-inc,Sales,Married,Husband,<=50K
Male,White,36,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Female,White,28,20s,HS-grad,Private,Exec-managerial,Married,Wife,>50K
Male,White,37,30s,HS-grad,Private,Prof-specialty,Married,Husband,<=50K
Male,White,42,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,44,40s,Some-college,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,53,50s,Doctorate,State-gov,Prof-specialty,Married,Husband,<=50K
Male,White,28,20s,Some-college,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,69,60s,Bachelors,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,20,20s,Some-college,Private,Other-service,Never-married,Own-child,<=50K
Male,White,33,30s,Some-college,Private,Sales,Never-married,Not-in-family,<=50K
Male,Black,47,40s,HS-grad,Private,Other-service,Married,Husband,>50K
Male,White,22,20s,Some-college,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,20,20s,HS-grad,Private,Craft-repair,Never-married,Own-child,<=50K
Male,White,42,40s,Bachelors,Local-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Male,Asian-Pac-Islander,23,20s,HS-grad,Private,Tech-support,Never-married,Other-relative,<=50K
Female,White,32,30s,Some-college,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Male,Black,41,40s,Bachelors,Private,Sales,Widowed,Unmarried,<=50K
Male,White,35,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,40,40s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,Black,25,20s,Some-college,Private,Machine-op-inspct,Never-married,Own-child,<=50K
Male,Asian-Pac-Islander,34,30s,Doctorate,State-gov,Tech-support,Married,Husband,<=50K
Male,Asian-Pac-Islander,23,20s,Associate,Private,Transport-moving,Never-married,Own-child,<=50K
Male,White,30,30s,Masters,Local-gov,Prof-specialty,Married,Husband,>50K
Female,White,55,50s,Masters,Local-gov,Prof-specialty,Widowed,Unmarried,<=50K
Male,White,39,30s,Masters,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,Amer-Indian-Eskimo,52,50s,HS-grad,Private,Transport-moving,Married,Husband,>50K
Male,White,42,40s,Some-college,Private,Exec-managerial,Separated,Not-in-family,<=50K
Male,White,27,20s,Bachelors,Private,Sales,Never-married,Own-child,<=50K
Male,White,30,30s,<HS,Self-emp-not-inc,Craft-repair,Never-married,Own-child,<=50K
Female,White,18,<20,HS-grad,Private,Other-service,Never-married,Own-child,<=50K
Female,White,52,50s,Some-college,Private,Adm-clerical,Divorced,Unmarried,<=50K
Female,White,24,20s,HS-grad,Private,Sales,Never-married,Not-in-family,<=50K
Male,White,58,50s,HS-grad,Self-emp-inc,Sales,Married,Husband,>50K
Male,White,35,30s,HS-grad,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,31,30s,Associate,Private,Farming-fishing,Never-married,Own-child,<=50K
Female,White,21,20s,HS-grad,Private,Other-service,Never-married,Other-relative,<=50K
Female,White,24,20s,Bachelors,Private,Sales,Never-married,Own-child,<=50K
Female,White,22,20s,HS-grad,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Male,Asian-Pac-Islander,39,30s,Some-college,Private,Adm-clerical,Married,Husband,<=50K
Male,Black,34,30s,HS-grad,State-gov,Transport-moving,Married,Husband,<=50K
Male,White,58,50s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,26,20s,Bachelors,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,Amer-Indian-Eskimo,29,20s,HS-grad,Private,Handlers-cleaners,Married,Husband,<=50K
Female,Black,28,20s,Associate,Private,Adm-clerical,Married,Wife,<=50K
Male,White,62,60s,Some-college,Local-gov,Machine-op-inspct,Married,Husband,<=50K
Male,White,54,50s,<HS,Private,Transport-moving,Married,Husband,>50K
Male,White,36,30s,Some-college,Private,Exec-managerial,Married,Husband,<=50K
Male,White,18,<20,<HS,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,White,25,20s,Associate,Private,Craft-repair,Married,Husband,<=50K
Female,Black,48,40s,Some-college,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,56,50s,<HS,Private,Craft-repair,Married,Husband,<=50K
Female,White,30,30s,Prof-school,Private,Tech-support,Never-married,Own-child,<=50K
Female,White,41,40s,HS-grad,Local-gov,Exec-managerial,Divorced,Unmarried,<=50K
